zipcode,latitude,longitude
00544,40.80650748640842,-73.04906802731038
00544,40.810642362984794,-73.045977188664
00544,40.81906562671095,-73.04118749108723
00544,40.81107037693164,-73.047501460882
00544,40.809023019234736,-73.03932908975388
00544,40.806536961528664,-73.0411600551655
00544,40.82097390791882,-73.03955184876303
00544,40.810588451286904,-73.04762373724135
00544,40.81715199270393,-73.04964356195151
00544,40.812817055984354,-73.0511589143963
00544,40.81459711767512,-73.05420775397492
00544,40.82139591769141,-73.05356087106027
00544,40.81577670297663,-73.0489637980091
00544,40.816950858976625,-73.03591133318334
00544,40.818311404889116,-73.0543927512849
00544,40.81400804879016,-73.04489966295364
00544,40.816123549894066,-73.04147214978792
00544,40.81095192195463,-73.05252278869068
00544,40.81325351353094,-73.03597188554409
00544,40.809142617835015,-73.03702032090143
00544,40.81627611900154,-73.0459617715671
00544,40.8230408282046,-73.04592792076464
00544,40.81988335273223,-73.04711949356594
00544,40.82348088785802,-73.04129949959618
00544,40.81939244108501,-73.04854559196886
00544,40.82053557285474,-73.04237877889106
00544,40.81020040546759,-73.0518892235503
00544,40.82132782949034,-73.0359166679393
00544,40.814562776545195,-73.04328031669353
00544,40.82255445288387,-73.04595553093293
00544,40.82443748953665,-73.0435849767591
00544,40.82181534241402,-73.03692312563174
00544,40.821710476375365,-73.05191171073102
00544,40.81797796878123,-73.04713131482761
00544,40.806654259040464,-73.0466193549622
00544,40.810573681337786,-73.03811923383144
00544,40.80606609253093,-73.03592034556273
00544,40.812507376969435,-73.04796586219196
00544,40.80572657005367,-73.05139535349528
06390,41.26192519001607,-72.00921417165394
06390,41.25589229860442,-72.00889396933042
06390,41.271289770610935,-72.01871675206185
06390,41.26043401763536,-72.02314511741442
06390,41.26618929412954,-72.02713850817048
06390,41.25421212128894,-72.01922408555004
06390,41.255261481479494,-72.02276118023507
06390,41.25832321830692,-72.02273617612553
06390,41.256521104624305,-72.02755927554205
06390,41.25620968594277,-72.01543039480974
06390,41.27338512425636,-72.00799309996877
06390,41.26208108190746,-72.02454091147906
06390,41.26667523514733,-72.01799389306902
06390,41.27368819554569,-72.02649391585696
06390,41.26956468876627,-72.02203203005337
06390,41.25872837240153,-72.01454990856934
06390,41.25882126369982,-72.01448281764881
06390,41.264246170344045,-72.01931822023128
06390,41.264993756173226,-72.0220589696016
06390,41.26803149412546,-72.01950286261332
06390,41.26111091120972,-72.01122686170888
06390,41.27239933823906,-72.02687985378225
06390,41.258552539856595,-72.02082961261014
06390,41.270199329587406,-72.00809017144712
06390,41.2732794340934,-72.009701033089
06390,41.25983112530128,-72.00795977513171
06390,41.25888840082113,-72.02568187690235
06390,41.272919052221106,-72.02313159489063
06390,41.267695365301556,-72.02663287282039
06390,41.268514181982546,-72.01016559575332
06390,41.25934873790932,-72.02021886207845
06390,41.26138592366642,-72.01282423484919
06390,41.25865614485078,-72.02436293801904
06390,41.26288583297375,-72.02171063185244
06390,41.270683782445175,-72.02304516347968
06390,41.26394778914978,-72.00894832800604
06390,41.266579953954896,-72.01045421189075
06390,41.27270419378709,-72.01278470276226
06390,41.267891501204495,-72.0084406886679
06390,41.27378801579295,-72.01876356634659
06390,41.25531739556369,-72.02194411937118
06390,41.256947094113755,-72.01945027250407
06390,41.25652578656946,-72.01571764391957
06390,41.26155616118316,-72.00989228231423
06390,41.27325589343597,-72.01686230196661
06390,41.25939647139735,-72.01595539162476
06390,41.27183522316449,-72.01966533308328
06390,41.26494156553384,-72.02236694464787
06390,41.263008882989,-72.0197657292924
06390,41.25886826930166,-72.01768267232349
06390,41.2601076165196,-72.02033930272238
06390,41.26439940884509,-72.01278809954141
06390,41.260570149315825,-72.00931682466758
06390,41.27114637093672,-72.02682619408048
06390,41.25897285048514,-72.01887728974681
06390,41.255992557774846,-72.02083048021933
06390,41.26870195051235,-72.01418971037714
06390,41.26634768857132,-72.01358943194555
06390,41.25799847373919,-72.0209660377027
06390,41.26742484964555,-72.01021530473936
06390,41.26477356107656,-72.02214600698109
06390,41.254504705160116,-72.0135932634205
06390,41.25405768207017,-72.02034641860358
06390,41.26451074429126,-72.00935777076465
06390,41.255689890900655,-72.01968115356063
06390,41.254386263994206,-72.02094778031316
06390,41.2663446211768,-72.02221864103542
06390,41.258094998993116,-72.02548593533345
06390,41.26544280488041,-72.0138945998819
06390,41.26733914281191,-72.00882277958559
06390,41.25395406427787,-72.0148560669221
06390,41.26590784474195,-72.0160252078006
06390,41.2731554063968,-72.02746256653259
06390,41.267829648614025,-72.01152642700596
06390,41.264096143932434,-72.02112070260806
06390,41.26971680326455,-72.02585514148734
06390,41.2627407127546,-72.01740095250858
06390,41.26777912821869,-72.02598228535935
06390,41.25845519003076,-72.0195939687462
06390,41.2663658934604,-72.01006078437564
06390,41.26627652336483,-72.0251307705813
06390,41.273511602655745,-72.01036428530489
06390,41.263954415222905,-72.00935304036406
06390,41.264727615875145,-72.00933387864221
06390,41.270497947372064,-72.0084342717941
06390,41.27229565621556,-72.02707932365142
06390,41.257395440083215,-72.02001730645797
06390,41.27294285394591,-72.02179942161048
06390,41.25710935287775,-72.01007390667826
06390,41.262827888309666,-72.0096424881129
06390,41.257104609326404,-72.01457764976983
06390,41.26270527505659,-72.02627026461938
06390,41.26782926289305,-72.0228520248892
06390,41.25469231045159,-72.026601114035
06390,41.25512157074134,-72.0096453408503
06390,41.26869767835658,-72.00983875285571
06390,41.26735164622593,-72.01722120141937
06390,41.25998892728695,-72.00784075497342
06390,41.26114378117879,-72.01838702101571
06390,41.26146490349847,-72.00820946141329
10001,40.7418931677079,-74.00014023998185
10001,40.7520069733203,-74.00543584763324
10001,40.750544987480225,-73.99714706994247
10001,40.74407999953524,-74.00193173438153
10001,40.74869025486597,-73.99934144838926
10001,40.74753039782525,-73.99995045236471
10001,40.75780987387191,-74.00403121136509
10001,40.74033607906357,-73.99983216542418
10001,40.75022053801741,-73.99351647056301
10001,40.746345134943354,-73.98671444012156
10001,40.74543785992386,-73.9922718666408
10001,40.75115165389061,-73.99043892273505
10001,40.757924513269074,-73.98890412687109
10001,40.75369123948715,-73.99273503044364
10001,40.74510996339352,-74.00374628843586
10001,40.739652720061194,-74.00186196591598
10001,40.74704562962362,-73.9962600745274
10001,40.7538616710811,-73.98752518153887
10001,40.740746409607695,-74.00455991719613
10001,40.75019389446027,-73.99179203852106
10001,40.75536300760694,-73.98798335839567
10001,40.75806852484521,-73.99870396615552
10001,40.746006703670545,-74.00374382646606
10001,40.75209868877367,-73.99356476083119
10001,40.75564125191702,-74.00475484010425
10001,40.7483555381565,-73.99507836140657
10001,40.743231140800795,-74.00331949187742
10001,40.75559161672839,-74.0055293015553
10001,40.74781241807836,-74.00438331997398
10001,40.74754117522662,-73.98710075347316
10001,40.746874127069105,-73.98955750164991
10001,40.74074631128366,-74.00127495846476
10001,40.74647585481334,-73.99870375719982
10001,40.7518276695734,-73.9998056374525
10001,40.752675337368196,-73.9939162620155
10001,40.746383222905095,-73.99806479744692
10001,40.7506905539962,-74.00529915619711
10001,40.75484813476711,-73.99363157677773
10001,40.75292684928835,-73.99596153997835
10001,40.74060954221983,-73.99859928773407
10001,40.74650747165697,-74.00027914019914
10001,40.73899900649809,-73.99195491514807
10001,40.740595689161246,-73.9945738373391
10001,40.75246434992934,-73.99400427354134
10001,40.75758284503956,-74.0046340368983
10001,40.755743343182104,-74.00611619530302
10001,40.74909833709854,-73.99861512764122
10001,40.74888367720787,-73.9993980024588
10001,40.742211338298794,-74.00631754205104
10001,40.74876299627582,-73.9898444627463
10001,40.745864319114894,-74.00224272363971
10001,40.740010640069436,-74.00499378153764
10001,40.742827928925855,-74.00469971878157
10001,40.743700793967285,-74.00537701075767
10001,40.739712097344196,-73.98957447640755
10001,40.74164240521417,-73.99550635188353
10001,40.75386911088898,-73.99757180869322
10001,40.741467377557186,-74.0027080771576
10001,40.74705968412562,-73.99613531821643
10001,40.74538880584097,-73.99107040799531
10001,40.75342043297712,-73.98815576385255
10001,40.73897905098053,-73.9887861741758
10001,40.74625137576924,-73.9891325500924
10001,40.75221569552313,-73.98695302485852
10001,40.75358564903433,-73.99940910748006
10001,40.74842126345669,-73.99917221689611
10001,40.74569823672042,-74.00148191001239
10001,40.748319405907466,-73.99306520109862
10001,40.7439468054261,-73.99621240377846
10001,40.740747605883406,-74.00350309426292
10001,40.73933612709424,-73.9872853711446
10001,40.7384772070302,-74.00312840063886
10001,40.750657335062336,-74.00507260802294
10001,40.756037930061936,-73.99230759684316
10001,40.75772779942876,-73.99654728905519
10001,40.744408073663166,-73.99570998854409
10001,40.75701637434596,-73.99628477125516
10001,40.74374414063724,-73.98915202421652
10001,40.74583837497025,-74.00667233300003
10001,40.743353700449845,-74.00033532981647
10001,40.755575549364636,-73.99752993665868
10001,40.74729174575622,-73.999977954672
10001,40.756013562460936,-73.98779946446119
10001,40.75823780658309,-73.99916517466079
10001,40.75772294891254,-73.99086240860738
10001,40.75191378295288,-74.0018022104116
10001,40.74272914521888,-74.00337904350958
10001,40.75685513220451,-74.00081846675234
10001,40.74746188490897,-73.99682084332026
10001,40.753963431909,-73.98981530076894
10001,40.74118145402297,-73.99816191279578
10001,40.755257097756704,-73.99033933388489
10001,40.740448275169044,-74.00357233302265
10001,40.74448397383198,-74.00519281861834
10001,40.74689326005681,-74.004547645897
10001,40.749764351873395,-74.00176886120379
10001,40.75032866130699,-74.00434948714194
10001,40.75791767736837,-73.98804877592286
10001,40.74623593877129,-74.00185642811748
10001,40.74340796425707,-73.99703212929596
10002,40.70599985603802,-73.9849058978785
10002,40.7133660581668,-73.99015186854822
10002,40.721387299429786,-73.98351929079634
10002,40.724286676307855,-73.99066127519009
10002,40.72315085529299,-73.982300656275
10002,40.7123484930319,-73.98526669127094
10002,40.71097139915304,-73.9802120016585
10002,40.707448546344246,-73.99345131277413
10002,40.7088606658416,-73.98963947995192
10002,40.72010465920064,-73.98716185101895
10002,40.714953526470765,-73.99768908070206
10002,40.71370803450711,-73.99642892450328
10002,40.709365065042434,-73.97905212122079
10002,40.70950796408687,-73.98053324722731
10002,40.72125786743123,-73.99451707526116
10002,40.71731423914541,-73.9953867625619
10002,40.719757763167394,-73.98495075445256
10002,40.72143877123382,-73.98811230901222
10002,40.72349726175667,-73.99671302106424
10002,40.711057771300545,-73.9833989480507
10002,40.713562184234966,-73.99424097291458
10002,40.707344214908574,-73.98135321777077
10002,40.714662859569316,-73.98005432656163
10002,40.719865782686334,-73.98950547588738
10002,40.712670220283115,-73.98738723306698
10002,40.722981199063796,-73.98295442840572
10002,40.705303059285384,-73.98381684297262
10002,40.72359014813812,-73.98349088480991
10002,40.70874011563135,-73.98802963745146
10002,40.70800632035847,-73.99052009443321
10002,40.72394234083881,-73.97923389384883
10002,40.71085673704353,-73.99090737911668
10002,40.71720425736263,-73.9784360540948
10002,40.70815602668131,-73.99256166712627
10002,40.72267113654582,-73.98786215536583
10002,40.723179221844546,-73.99398964204954
10002,40.71585337174943,-73.99117460734702
10002,40.71153085119785,-73.98876246072108
10002,40.71386154898203,-73.99055306240645
10002,40.723499415406316,-73.98306511629134
10002,40.71975093982663,-73.99190173100817
10002,40.71675418848634,-73.98211641133396
10002,40.72111180737087,-73.99080939078492
10002,40.720617455131375,-73.98298212206385
10002,40.70803012971244,-73.98038109062867
10002,40.71402642940361,-73.98797179102223
10002,40.714167383577966,-73.98634307997045
10002,40.717623384947345,-73.98773640868474
10002,40.722535770865186,-73.9851453048761
10002,40.71322855898611,-73.98936616486183
10002,40.72141677230258,-73.99073616114508
10002,40.70942909591565,-73.99651233623989
10002,40.72272053695841,-73.97932907097619
10002,40.70760240364327,-73.99101052517008
10002,40.70870744139031,-73.99538203062349
10002,40.723197334860004,-73.9965624548171
10002,40.72480971326938,-73.99577098278606
10002,40.72246941298388,-73.98636987786023
10002,40.712558349756364,-73.9908531524675
10002,40.72034728286476,-73.99140853409992
10002,40.71834637833235,-73.98735347832968
10002,40.714899312903164,-73.97967675658703
10002,40.71629290117241,-73.98116276793903
10002,40.719711470682036,-73.99692885507882
10002,40.72066220105011,-73.99336259499819
10002,40.72326299293704,-73.99684151618783
10002,40.71186144068949,-73.99570534105531
10002,40.7147117823417,-73.9812995512826
10002,40.71116374719326,-73.99468130205378
10002,40.711805340713944,-73.9814223971616
10002,40.70800767915599,-73.99315275101846
10002,40.70657703928987,-73.9835857991202
10002,40.71310466487073,-73.99148320045714
10002,40.719572527806825,-73.9909804491532
10002,40.71975542546429,-73.98139601209371
10002,40.70955325686916,-73.97822362606308
10002,40.70844715895826,-73.99188318186687
10002,40.70879590581667,-73.99078988687288
10002,40.71480121775642,-73.98725648261996
10002,40.72227212084593,-73.97991104182368
10002,40.70960207721562,-73.98524211935629
10002,40.70742992114598,-73.98852060279636
10002,40.711646670760935,-73.99136998509093
10002,40.714851684834244,-73.98310344728942
10002,40.70658365317585,-73.98011653324626
10002,40.719896275492616,-73.99417001222223
10002,40.72398321818175,-73.98757375551953
10002,40.725196171562345,-73.99375481051399
10002,40.715898163967665,-73.9918950391488
10002,40.71128347114779,-73.98587869238332
10002,40.72363438133742,-73.98159472288842
10002,40.71967882797003,-73.98651652435797
10002,40.72364597007335,-73.98785277186619
10002,40.7226766435667,-73.98102036712247
10002,40.70947670693604,-73.98227549074069
10002,40.70544342313887,-73.99124340924904
10002,40.709791348893845,-73.98756274083026
10002,40.719937063233616,-73.99574647265105
10002,40.71549844403874,-73.97893175956612
10002,40.709772931019664,-73.98415717711778
10003,40.73315760541562,-73.99899872608688
10003,40.73081652391714,-73.98502459218118
10003,40.72217950864048,-73.98160957033953
10003,40.73170162833271,-73.99858677903349
10003,40.72578827223841,-73.98012648607146
10003,40.73294639466104,-73.99705054864462
10003,40.72705089004561,-73.99006592748279
10003,40.72171900138535,-73.99096768972773
10003,40.73108917270869,-73.99432644249437
10003,40.733072780005834,-73.98413519760815
10003,40.72601668448211,-73.9867900019944
10003,40.73409244485927,-73.98022919397742
10003,40.73686552334593,-73.9822330946042
10003,40.73110839816872,-73.99549302826041
10003,40.74121630585919,-73.99661288477922
10003,40.730729146387084,-73.99783813801515
10003,40.74017701714701,-73.97990150118302
10003,40.735687781240074,-73.99220014312739
10003,40.72638764802235,-73.99389393350926
10003,40.7238458805084,-73.98868382093846
10003,40.724136345514026,-73.99286538666892
10003,40.73383412951918,-73.98464912780818
10003,40.72178545409244,-73.99059768031246
10003,40.73434249189684,-73.98213508047682
10003,40.73080649564424,-73.97981588256565
10003,40.72661265095083,-73.99892982586746
10003,40.73097505729403,-73.9940777240996
10003,40.73777435344046,-73.99454454655637
10003,40.727512584365826,-73.98337545137962
10003,40.735602865040505,-73.98803897526685
10003,40.73539896123845,-73.9908272627286
10003,40.72140620095229,-73.99897289742975
10003,40.731524435751474,-73.99753418040562
10003,40.72232150960338,-73.97988966721725
10003,40.73848005279316,-73.99615945545581
10003,40.7213132843718,-73.9803666440922
10003,40.7268665059664,-73.99548204794289
10003,40.73513016215663,-73.99702192522317
10003,40.726592991960054,-73.97969810639576
10003,40.73408925548948,-73.98878644417034
10003,40.7292583722967,-73.98370998090232
10003,40.72411914953047,-73.97985324395925
10003,40.73852246016131,-73.9868468603486
10003,40.72215812380805,-73.98518288701104
10003,40.739565686817706,-73.98870845865042
10003,40.72838449643654,-73.9967944531004
10003,40.736398022082746,-73.98149956297576
10003,40.72330503488151,-73.98402030890495
10003,40.72164120972518,-73.97985890163845
10003,40.7336011604127,-73.98815121882016
10003,40.72721899667177,-73.9806141665686
10003,40.72661811254673,-73.98263706773567
10003,40.74100217358674,-73.9835320670897
10003,40.731679798407725,-73.99787851472297
10003,40.73074827578342,-73.99043488106057
10003,40.72535592082374,-73.99072824726571
10003,40.7284551576816,-73.99592631477697
10003,40.73012748286665,-73.99394400087351
10003,40.73174124841364,-73.99849679880568
10003,40.739424628395746,-73.9828727138896
10003,40.73235162665021,-73.98216382834485
10003,40.74054790147621,-73.99698955411894
10003,40.733916636168196,-73.97924011998128
10003,40.741057783386665,-73.98713354015418
10003,40.723860417409014,-73.98753614338018
10003,40.721341292711486,-73.99522177330665
10003,40.740422463191194,-73.99259118854793
10003,40.73406780211554,-73.99358281010736
10003,40.74025643774223,-73.984628825401
10003,40.72789302315162,-73.98336477157639
10003,40.72346331048952,-73.99135362119868
10003,40.72572436255463,-73.98552547105447
10003,40.723348925635435,-73.99125948335434
10003,40.72683299460418,-73.98907314161352
10003,40.728297953610074,-73.98507178844666
10003,40.72179154048614,-73.98652026157387
10003,40.725911425793875,-73.99382581942486
10003,40.73730511207167,-73.98008863212038
10003,40.72763100420054,-73.98266389459262
10003,40.72337981675942,-73.98652036693984
10003,40.736320645990695,-73.9960804414393
10003,40.729820047753385,-73.98134585671502
10003,40.72337156926896,-73.99883807283597
10003,40.73311170758095,-73.99048936918938
10003,40.737273784977674,-73.98073088923591
10003,40.72728307289088,-73.99143191765661
10003,40.73102544172659,-73.9874369707913
10003,40.74097707659363,-73.9852533949834
10003,40.729090970146906,-73.99392464627098
10003,40.74019251436844,-73.99648903133783
10003,40.73570531705009,-73.98069209949415
10003,40.734593311730684,-73.99073891119667
10003,40.725279818798505,-73.99185049355496
10003,40.7354374361884,-73.98620931551649
10003,40.739859523331965,-73.9818627817268
10003,40.73762301504532,-73.98097098249298
10003,40.72682674305474,-73.9918095291972
10003,40.72889787807572,-73.9879909882258
10003,40.734664364590856,-73.99346566633919
10003,40.721689249346184,-73.99121555232684
10004,40.71047055919109,-73.99715630561964
10004,40.72206530081088,-73.99879378643313
10004,40.71735999521891,-74.00911421670602
10004,40.71527698534799,-73.99969549918568
10004,40.70627220737446,-73.9999785023949
10004,40.705123595826564,-73.99967157937571
10004,40.720451276083196,-74.01497985382342
10004,40.716843214229236,-74.00595093851375
10004,40.70769639006343,-74.01303242124645
10004,40.71976518252134,-74.00464614502326
10004,40.72395998269833,-73.99635504445423
10004,40.72415333986929,-74.01362768963268
10004,40.72306512273928,-74.0111086078196
10004,40.713464245195176,-74.00085186888357
10004,40.708372418641545,-74.00467376788892
10004,40.70801633496452,-74.01390527786637
10004,40.70663117224859,-74.00884721930304
10004,40.704393096736744,-74.00750292157596
10004,40.717583942101626,-74.00796623629992
10004,40.7060158920104,-74.01474622275953
10004,40.7098623302553,-74.01261374618913
10004,40.72360189946436,-74.01297539550052
10004,40.720409248748105,-74.00427784116518
10004,40.715685738399685,-74.00575838568153
10004,40.72373526152228,-74.00872310449817
10004,40.72005831501908,-74.00489411785067
10004,40.71221267335252,-73.99689068133388
10004,40.716266319387294,-74.01362166115707
10004,40.712650784019935,-74.00036836544636
10004,40.718174940464785,-73.99767319340327
10004,40.70948754768283,-74.00083612567292
10004,40.713497504147895,-74.00452780506066
10004,40.72340093362013,-73.99641427360022
10004,40.72153181927851,-74.0088180582454
10004,40.722054016714544,-74.00322781644718
10004,40.712899935609414,-74.01528514635
10004,40.71970256248383,-74.00595788838552
10004,40.720023769989304,-74.00103954401314
10004,40.72017134736097,-74.00998697682607
10004,40.72031597198136,-74.00502307343068
10004,40.71376652400898,-74.00249748172358
10004,40.70472717365877,-74.01395366368224
10004,40.71014354730335,-73.99634019780085
10004,40.7070949155773,-74.00938807398482
10004,40.70532106129384,-74.00937462239415
10004,40.71070652573022,-73.99706385658111
10004,40.721203081739915,-74.00834471561514
10004,40.704795381160785,-73.99937937772009
10004,40.717510723542894,-74.01295271032697
10004,40.724221425420204,-74.01399533125152
10004,40.72164229083187,-74.01011467671741
10004,40.7130070693265,-74.00009086946447
10004,40.717850167119884,-73.99724271251112
10004,40.71672280650921,-74.01404379677042
10004,40.72198720726484,-74.00061688950022
10004,40.71853740901787,-74.01492532905293
10004,40.71222445489324,-74.01265128361081
10004,40.72073807816816,-74.00198942754365
10004,40.721961551946386,-73.99666849786152
10004,40.71979495228385,-73.99611533833558
10004,40.71659539772289,-74.01525740792218
10004,40.70458503030301,-74.00915792249593
10004,40.72076943438135,-73.9986773058735
10004,40.72351625057645,-74.01469757062902
10004,40.705191422219755,-73.99773432807265
10004,40.71040093396726,-74.0048402519878
10004,40.723948897660016,-74.00799102930529
10004,40.717617427966196,-74.00798240872736
10004,40.71966389328926,-74.00544570548854
10004,40.70905046275973,-74.01057387797483
10004,40.70946118425077,-74.00535359343483
10004,40.71836378032032,-73.99701440199914
10004,40.71818174750166,-74.00037614312075
10004,40.707678522317295,-74.00851874749985
10004,40.712575604397166,-74.00227239539998
10004,40.71021783952754,-74.0099341615716
10004,40.71141778309282,-73.99979395836914
10004,40.715851801800866,-74.01449445440335
10004,40.70586492199381,-74.00857426111435
10004,40.71963182101212,-74.00222633147042
10004,40.71845964709303,-74.00065579867892
10004,40.71004305425773,-74.00503487436116
10004,40.715167052806336,-74.0012073499764
10004,40.723437411382115,-74.01044020110409
10004,40.720165633455146,-74.00280058902953
10004,40.71590475741727,-74.00050240441306
10004,40.72318064932856,-74.01526617164261
10004,40.707248002050264,-74.00087425536998
10004,40.705975827058204,-74.00567752598518
10004,40.70869721553284,-74.01051408592315
10004,40.71833680965889,-74.01539614453462
10004,40.72176638855804,-74.00711042089296
10004,40.714347865878146,-74.00519904072613
10004,40.71721088589159,-74.00910286826755
10004,40.70632214981127,-74.00963242126667
10004,40.707662842360456,-74.00487733641098
10004,40.71066057261921,-73.99683865644013
10004,40.72361468555961,-74.00359748238864
10004,40.716649945353346,-73.99629242870866
